name
Expedia Group
Expeditors International
Express
Extra Space Storage
Exxon Mobil
F.N.B.
F5 Networks
Facebook
Fannie Mae
Farmers Insurance Exchange
Fastenal
FedEx
Ferrellgas Partners
Fidelity National Financial
Fidelity National Information Services
Fifth Third Bancorp
First American Financial
First Citizens Bank
First Data
First Horizon National
First Republic Bank
First Solar
FirstEnergy
Fiserv
FleetCor Technologies
Flowers Foods
Flowserve
Fluor
FM Global
FMC
Foot Locker
Ford Motor
Fortive
Fortune Brands Home & Security
Fossil Group
Foundation Building Materials
Fox
Franklin Resources
Freddie Mac
Freeport-McMoRan
Frontier Communications
FTI Consulting
G-III Apparel Group
Gallagher
GameStop
Gannett
Gap
Gardner Denver
Gartner
Generac Holdings
General Dynamics
General Electric
General Mills
General Motors
Genesco
Genesee & Wyoming
Genesis Energy
Genesis Healthcare
Genuine Parts
Genworth Financial
GEO Group
Gilead Sciences
Global Partners
Global Payments
GMS
GNC Holdings
GoDaddy
Goldman Sachs Group
Goodyear Tire & Rubber
Graham Holdings
Granite Construction
Graphic Packaging Holding
Graybar Electric
Green Plains
Greenbrier Cos.
Greif
Griffon
Group 1 Automotive
Groupon
Guardian Life Ins. Co. of America
Guess
H.B. Fuller
H&R Block
Hain Celestial Group
Halliburton
Hanesbrands
Hanover Insurance Group
Harley-Davidson
Harris
Hartford Financial Services
Hasbro
Hawaiian Electric Industries
Hawaiian Holdings
HC2 Holdings
HCA Healthcare
HCP
HD Supply Holdings
Healthcare Services Group
Helmerich & Payne
Henry Schein
Herc Holdings
Herman Miller
Hershey
Hertz Global Holdings
Hess
Hewlett Packard Enterprise
Hexcel
Hexion
Hill-Rom Holdings
Hilton
HNI
HollyFrontier
Hologic
Home Depot
Honeywell International
Hormel Foods
Hospitality Properties Trust
Host Hotels & Resorts
Hovnanian Enterprises
HP
Hub Group
Hubbell
Humana
Huntington Bank
Huntington Ingalls Industries
Huntsman
Hyatt Hotels
Hyster-Yale Materials Handling
IAC/InterActiveCorp
IBERIABANK
IBM
Icahn Enterprises
IDEXX Laboratories
iHeartMedia
Illinois Tool Works
Illumina
Incyte
Infor
Ingles Markets
Ingredion
Insight Enterprises
Insperity
Intel
Interactive Brokers Group
Intercontinental Exchange
International Flavors & Fragrances
International Paper
Interpublic Group
INTL FCStone
Intuit
Intuitive Surgical
Invesco
Invitation Homes
IQVIA
Iron Mountain
Itron
ITT
J.B. Hunt Transport Services
J.C. Penney
J.Crew Group
J.M. Smucker
Jabil Circuit
Jacobs Engineering
JC Penney
Jefferies Financial
JELD-WEN Holding
JetBlue Airways
JM Smucker
Johnson & Johnson
Jones Financial (Edward Jones)
Jones Lang LaSalle
JPMorgan Chase
Juniper Networks
Kansas City Southern
Kar Auction Services
KB Home
KBR
Keane Group
Kellogg
Kelly Services
Kemper
Kennametal
Keurig Dr Pepper
KeyCorp
Keysight Technologies
Kimberly-Clark
Kinder Morgan
Kirby
KKR
KLA-Tencor
Knight-Swift Transportation Holdings
Knights of Columbus
Kohl's
Kraft Heinz
Kraton
Kroger
L Brands
L3 Technologies
L3Harris Technologies
LabCorp
Laboratory Corp. of America
Lam Research
Lamb Weston Holdings
Land O'Lakes
Landstar System
Las Vegas Sands
Laureate Education
LCI Industries
Lear
Legg Mason
Leggett & Platt
Leidos
Lennar
Lennox International
Levi Strauss
Liberty Broadband
Liberty Expedia Holdings
Liberty Media
Liberty Mutual Insurance Group
Liberty Oilfield Services
Lincoln Electric Holdings
Lincoln National
Lithia Motors
Live Nation Entertainment
LiveRamp Holdings
LKQ
Lockheed Martin
Loews
Louisiana-Pacific
Lowe's
LPL Financial Holdings
LSC Communications
Lyft
M/I Homes
M&T Bank
Macy's
Magellan Health
Magellan Midstream Partners
Manpower
ManpowerGroup
ManTech International
Marathon Oil
Marathon Petroleum
Markel
Marriott International
Marriott Vacations Worldwide
Marsh & McLennan
Martin Marietta Materials
Masco
Massachusetts Mutual Life Insurance
MasTec
Mastercard
Match Group
Matson
Mattel
Maxar Technologies
Maxim Integrated Products
Maximus
McCormick
McDonald's
McKesson
MDC Holdings
MDU Resources Group
Medical Mutual of Ohio
Medical Properties Trust
Mednax
Merck
Merck & Co.
Mercury General
Meredith
Meritage Homes
Meritor
MetLife
Mettler-Toledo International
MGM Resorts
Michaels Cos.
Microchip Technology
Micron Technology
Microsoft
Middleby
MKS Instruments
Modine Manufacturing
Mohawk Industries
Molina Healthcare
Molson Coors Brewing
Mondelez International
Monster Beverage
Moody's
Moog
Morgan Stanley
Mosaic
Motorola Solutions
MPM Holdings
Mr. Cooper Group
MRC Global
MSC Industrial Direct
MSCI
Mueller Industries
Murphy Oil
Murphy USA
Mutual of America Life Insurance
Mutual of Omaha Insurance
Nasdaq
National General Holdings
National Oilwell Varco
Nationwide
Navient
Navistar International
NCI Building Systems
NCR
Neiman Marcus Group
NetApp
Netflix
New Jersey Resources
New Residential Investment
New York Community Bancorp
New York Life Insurance
Newell Brands
Newfield Exploration
Newmark Group
NewMarket
Newmont Goldcorp
News Corp
Nexeo Solutions
Nexstar Media Group
NextEra Energy
NGL Energy Partners
Nielsen
Nike
NiSource
Noble Energy
Nordson
Nordstrom
Norfolk Southern
Northern Trust
Northrop Grumman
Northwestern Mutual
Norwegian Cruise Line Holdings
NOW
NRG Energy
Nu Skin Enterprises
Nuance Communications
Nucor
NuStar Energy
Nvidia
NVR
O'Reilly Automotive
Oasis Petroleum
Occidental Petroleum
Office Depot
OGE Energy
Ohio National Mutual
Old Dominion Freight Line
Old Republic International
Olin
Omnicom Group
ON Semiconductor
OneMain Holdings
Oneok
Oracle
Oshkosh
Owens & Minor
Owens Corning
Paccar
Pacific Life
Packaging Corp of America
PacWest Bancorp
Palo Alto Networks
Par Pacific Holdings
Park Hotels & Resorts
Parker-Hannifin
Party City Holdco
Patrick Industries
Patterson
Patterson-UTI Energy
Paychex
PayPal
PBF Energy
PC Connection
PCM
Peabody Energy
Penn Mutual Life Insurance
Penn National Gaming
Penske Automotive
People's United Financial
PepsiCo
Performance Food Group
PerkinElmer
Peter Kiewit Sons'
Pfizer
PG&E
Philip Morris International
Phillips 66
Pinnacle West Capital
Pioneer Natural Resources
Pitney Bowes
Plains GP Holdings
Plexus
PNC Financial Services
Polaris Industries
PolyOne
Pool
Popular
Portland General Electric
Post Holdings
PPG Industries
PPL
PRA Health Sciences
Presidio
PriceSmart
Primoris Services
Principal Financial
Procter & Gamble
Progressive
Prologis
Prudential Financial
Public Service Enterprise Group
Public Storage
Publix Super Markets
Puget Energy
PulteGroup
PVH
Qorvo
Quad/Graphics
Qualcomm
Quanta Services
Quest Diagnostics
Qurate Retail
R.R. Donnelley & Sons
Ralph Lauren
Range Resources
Raymond James Financial
Rayonier Advanced Materials
Raytheon
Realogy Holdings
Realty Income
Red Hat
Regal Beloit
Regeneron Pharmaceuticals
Regions Financial
Reinsurance Group of America
Reliance Steel & Aluminum
Renewable Energy Group
Rent-A-Center
Republic Services
ResMed
Resolute Forest Products
REV Group
Revlon
Rexnord
RH
Rite Aid
Roadrunner Transportation Systems
Robert Half International
Rockwell Automation
Rockwell Collins
Roper Technologies
Ross Stores
Royal Caribbean Cruises
RPM International
Rush Enterprises
Ryder System
Ryerson Holding
S&P Global
Sabre
salesforce.com
Sally Beauty Holdings
Sanderson Farms
Sanmina
SBA Communications
SCANA
ScanSource
Schlumberger
Schneider National
Schnitzer Steel Industries
Schroders
Science Applications International
Scientific Games
Scotts Miracle-Gro
Seaboard
Sealed Air
Sears Holdings
Securian Financial Group
Select Medical Holdings
Selective Insurance Group
SemGroup
Sempra Energy
Sentry Insurance Group
Service Corp. International
ServiceNow
Sherwin-Williams
Shutterfly
Signature Bank
Silgan Holdings
Simon Property Group
Sinclair Broadcast Group
SiteOne Landscape Supply
Skechers U.S.A.
SkyWest
Skyworks Solutions
SLM
SM Energy
Smart & Final Stores
Snap-on
Sonic Automotive
Sonoco Products
Southern
Southern Company
Southwest Airlines
Southwest Gas Holdings
Southwestern Energy
SpartanNash
Spectrum Brands Holdings
Spire
Spirit AeroSystems
Spirit Airlines
Splunk
Sprague Resources
Sprouts Farmers Market
SPX FLOW
Square
SS&C Technologies
Stanley Black & Decker
Starbucks
Starwood Property Trust
State Farm Insurance
State Street
Steel Dynamics
Steelcase
Stepan
Stericycle
Sterling Bancorp
Stifel Financial
Stryker
Summit Materials
SunTrust Banks
Superior Energy Services
Supervalu
SVB Financial Group
Symantec
Synchrony Financial
Syneos Health
Synnex
Synopsys
Synovus Financial
Sysco
T. Rowe Price
Tailored Brands
Tapestry
Targa Resources
Target
Taylor Morrison Home
TD Ameritrade Holding
Tech Data
TEGNA
Teledyne Technologies
Teleflex
Telephone & Data Systems
Tempur Sealy International
Tenet Healthcare
Tenneco
Teradata
Teradyne
Terex
Tesla
Tetra Tech
Texas Instruments
Texas Roadhouse
Textron
The Estée Lauder Companies
Thermo Fisher Scientific
Thor Industries
Thrivent Financial for Lutherans
TIAA
Tiffany & Co.
Timken
TJX
TJX Cos
Toll Brothers
TopBuild
Torchmark
Toro
Total System Services
Tower International
Tractor Supply
TransDigm Group
TransUnion
TravelCenters of America
Travelers
TreeHouse Foods
TRI Pointe Group
Tribune Media
Trimble
TriNet Group
Trinity Industries
Triple-S Management
Triumph Group
TrueBlue
TTM Technologies
Tupperware Brands
Tutor Perini
Twenty-First Century Fox
Twitter
Tyson Foods
U.S. Bancorp
UGI
Ulta Beauty
Under Armour
Union Pacific
Unisys
United Continental Holdings
United Natural Foods
United Parcel Service
United Rentals
United States Steel
United Technologies
UnitedHealth Group
Univar
Universal
Universal Forest Products
Universal Health
Univision Communications
Unum
Unum Group
Urban Outfitters
US Bancorp
US Foods
US Steel
USAA
USG
Vail Resorts
Valero Energy
Valmont Industries
Valvoline
Varian Medical Systems
Veeva Systems
Ventas
VeriSign
Verisk Analytics
Veritiv
Verizon Communications
Verso
Vertex Pharmaceuticals
VF
Viacom
VICI Properties
Visa
Vishay Intertechnology
Vista Outdoor
Visteon
Vistra Energy
VMware
Vornado Realty
Voya Financial
Vulcan Materials
W.P. Carey
W.R. Berkley
W.W. Grainger
Wabash National
WABCO Holdings
Walgreens Boots Alliance
Walmart
Walt Disney
Warner Music Group
Waste Management
Waters
Watsco
Wayfair
WEC Energy Group
Weis Markets
WellCare Health Plans
Wells Fargo
Welltower
Werner Enterprises
WESCO International
Western & Southern Financial Group
Western Alliance Bancorp.
Western Digital
Western Union
Westinghouse Air Brake
Westlake Chemical
WestRock
Weyerhaeuser
WGL Holdings
Whirlpool
Whiting Petroleum
William Lyon Homes
Williams-Sonoma
Windstream Holdings
Winnebago Industries
Wintrust Financial
Wolverine World Wide
Woodward
Workday
World Fuel Services
Worldpay
Worthington Industries
WPX Energy
WR Berkley
WW Grainger
Wyndham Destinations
Wynn Resorts
Xcel Energy
Xerox
Xilinx
XPO Logistics
Xylem
YRC Worldwide
Yum! Brands
Zayo Group Holdings
Zebra Technologies
Zimmer Biomet
Zions Bancorp
Zoetis
